Orator,Entity Type,Part of Speech,Entity Phrase,Entity Root,Grouping,Seed Term,Function,Sentence
binladen,GPE,PROPN,Palestine,Palestine,,,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region - the Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,NORP,PROPN,Muslims,Muslims,ingroup,inferred,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region—he Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,NORP,PROPN,the Jews,Jews,outgroup,inferred,,"By doing that we will have contributed to ridding our holy sites of the Jews and Christians and forced them to leave our land, defeated, God willing."
binladen,NORP,PROPN,Christians,Christians,outgroup,inferred,,"By doing that we will have contributed to ridding our holy sites of the Jews and Christians and forced them to leave our land, defeated, God willing."
binladen,GPE,NOUN,US goods,US goods,,,,We expect women in the country of the two holy mosques and elsewhere to play their role by boycotting US goods.
binladen,NORP,PROPN,the Muslims,Muslims,ingroup,inferred,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,ORG,NOUN,their mujahidin brothers,mujahidin brothers,ingroup,inferred,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,GPE,NOUN,the US enemy,US enemy,outgroup,enemy,Classification,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,NORP,PROPN,the Muslims,Muslims,ingroup,inferred,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,NORP,PROPN,young Muslims,Muslims,ingroup,inferred,,"Before concluding, we have an important, very important, discussion with young Muslims, the men of the bright future of Muhammad's nation."
binladen,NORP,PROPN,them—have,them—have,,,,Our discussion with the young men is about their duty at this difficult stage in the history of our nation - the stage in which no one except the young men - may God protect them - have performed their duty in all directions.
binladen,PERSON,PROPN,the Prophet,Prophet,ingroup,linked,,"Abd-al-Rahman Bin-'Awf, may God be pleased with him, said: A young man told me: I heard that Abu-Jahl insulted the Prophet, peace be upon him."
binladen,PERSON,PROPN,Muhammad,Muhammad,ingroup,inferred,,A companion [of Muhammad] said: I swear by God that if I see him I will fight with him until the strongest wins.
binladen,PERSON,PROPN,Badr,Badr,,,,"Two young men asking one another about the most important target among the enemy's ranks, namely to kill the tyrant of this nation and the leader of the atheists in Badr, namely Abu-Jahl. '"
binladen,PERSON,PROPN,Umayyah Bin-Khalaf,Umayyah Bin-Khalaf,,,,'Abd-al-Rahman Bin-'Awf's story about Umayyah Bin-Khalaf reflects the extent of Bilal's insistence on killing the head of atheism.
binladen,PERSON,PROPN,Umayyah Bin-Khalaf,Umayyah Bin-Khalaf,,,,"He said ""The head of atheism is Umayyah Bin-Khalaf - no life for me if he survives."""
binladen,GPE,NOUN,the US defense secretary,US defense secretary,outgroup,the occupier-crusader,Othering,"A few days ago news agencies carried a statement by the occupier-crusader, the US defense secretary, in which he said that he has learned one lesson from the Riyadh and al-Khubar blasts, namely not to retreat in front of the terrorist cowards."
binladen,GPE,PROPN,the Riyadh,Riyadh,,,,"A few days ago news agencies carried a statement by the occupier-crusader, the US defense secretary, in which he said that he has learned one lesson from the Riyadh and al-Khubar blasts, namely not to retreat in front of the terrorist cowards."
binladen,GPE,NOUN,al-Khubar blasts,al-Khubar blasts,,,,"A few days ago news agencies carried a statement by the occupier-crusader, the US defense secretary, in which he said that he has learned one lesson from the Riyadh and al-Khubar blasts, namely not to retreat in front of the terrorist cowards."
binladen,GPE,PROPN,Beirut,Beirut,,,,"Where was that false courage in Beirut after the bombings of 1403H, corresponding to 1983, which dismembered you by killing 241 soldiers, most of them from the Marines?"
binladen,ORG,PROPN,the Marines,Marines,outgroup,inferred,,"Where was that false courage in Beirut after the bombings of 1403H, corresponding to 1983, which dismembered you by killing 241 soldiers, most of them from the Marines?"
binladen,GPE,PROPN,Aden,Aden,,,,Where was that false courage in Aden following two bombing incidents which caused you to depart in less than 24 hours?
binladen,GPE,PROPN,Somalia,Somalia,,,Othering,But your great scandal was in Somalia.
binladen,NORP,PROPN,"28,000 Americans",Americans,outgroup,linked,,"After several months of media propaganda about the United States' might after the Cold War and its leadership of the new world order, you poured tens of thousands of international troops, including 28,000 Americans, into Somalia."
binladen,GPE,PROPN,Somalia,Somalia,,,,"After several months of media propaganda about the United States' might after the Cold War and its leadership of the new world order, you poured tens of thousands of international troops, including 28,000 Americans, into Somalia."
binladen,GPE,PROPN,Mogadishu,Mogadishu,,,Othering,"However, after minor battles in which scores of your troops were killed and a US pilot's body was dragged through the streets of Mogadishu, you left the country, defeated and carrying your dead."
binladen,PERSON,PROPN,Clinton,Clinton,outgroup,inferred,,"Clinton emerged before the world, threatening to take revenge."
binladen,GPE,PROPN,Beirut,Beirut,,,Othering,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,GPE,PROPN,Aden,Aden,,,Othering,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,GPE,PROPN,Mogadishu,Mogadishu,,,Othering,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,NORP,PROPN,every Muslim,Muslim,ingroup,inferred,,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,NORP,PROPN,the Russians,Russians,,,,"I say: If the sons of the country of the two holy mosques - who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you - and"
binladen,GPE,PROPN,Afghanistan,Afghanistan,outgroup,inferred,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,NORP,PROPN,the Serbs,Serbs,outgroup,inferred,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,GPE,PROPN,Bosnia-Herzegovina,Bosnia-Herzegovina,,,,"I say: If the sons of the country of the two holy mosques - who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you - and"
binladen,GPE,PROPN,Chechnya,Chechnya,,,,"I say: If the sons of the country of the two holy mosques - who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you - and"
binladen,NORP,PROPN,the Russians,Russians,outgroup,inferred,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,NORP,PROPN,all Muslims,Muslims,ingroup,inferred,,"they are also fighting in Tajikistan—believe in the need to fight against atheism everywhere, they have the strength and enthusiasm in the land in which they were born to defend their greatest holy sites, the holy Ka'bah, the qiblah of all Muslims."
binladen,NORP,PROPN,Muslims,Muslims,ingroup,inferred,,"They also know that Muslims in the world [a portion of the text is missing at this point; if pagination of fax copy is correct, this suggests two pages, approximately 1,600 words, are missing."
binladen,GPE,NOUN,The Jerusalem wound,Jerusalem wound,,,,"The Jerusalem wound is painful in my body, it is like fire inside me; I have never betrayed God, but states have."
binladen,PERSON,PROPN,Asim Bin-Thabit,Asim Bin-Thabit,,,,And their grandfather 'Asim Bin-Thabit said when the atheists requested him to negotiate and not to fight: What do I have to lose - I am already too old; death is truth and life
binladen,GPE,PROPN,the United States,the United States,outgroup,linked,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,GPE,PROPN,Palestine,Palestine,,,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,GPE,PROPN,Lebanon,Lebanon,,,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,NORP,PROPN,Muslims,Muslims,ingroup,inferred,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,GPE,PROPN,Iraq,Iraq,,,,"And more than 600,000 children have died in Iraq as a result of the shortages of food and medicines caused by your unjust embargo on Iraq, whose children are ours."
binladen,GPE,PROPN,Iraq,Iraq,,,,"And more than 600,000 children have died in Iraq as a result of the shortages of food and medicines caused by your unjust embargo on Iraq, whose children are ours."
binladen,PERSON,PROPN,the Prophet,Prophet,ingroup,linked,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,GPE,NOUN,the al-Hudaybiyah peace null,al-Hudaybiyah peace null,,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,ORG,PROPN,Quraysh,Quraysh,,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,PERSON,PROPN,Bani Bakr,Bani Bakr,,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,ORG,PROPN,Quraysh,Quraysh,,,,So he fought against Quraysh and opened Mecca.
binladen,GPE,PROPN,Mecca,Mecca,,,,So he fought against Quraysh and opened Mecca.
binladen,NORP,PROPN,a Jew,Jew,outgroup,inferred,,And he considered the agreement with Bani Qaynaqa' null and void because a Jew from among them harmed a woman in a marketplace.
binladen,NORP,PROPN,Muslims,Muslims,ingroup,inferred,,But you killed hundreds of thousands of Muslims and encroached on their holy sites.
binladen,GPE,NOUN,the US enemy,US enemy,outgroup,enemy,Othering,"It is now clear that those claiming that the blood of the soldiers of the US enemy, who is occupying a Muslim country, is protected, are repeating - under"
binladen,ORG,PROPN,repeating—under,repeating—under,,,,"It is now clear that those claiming that the blood of the soldiers of the US enemy, who is occupying a Muslim country, is protected, are repeating - under"
binladen,GPE,PROPN,the Arabian Peninsula,Arabian Peninsula,,,,It is incumbent on every tribe in the Arabian Peninsula to fight for God's cause and purge their territory of these occupiers.
binladen,NORP,PROPN,Muslims,Muslims,ingroup,inferred,,""" Young men know that the humiliation inflicted on Muslims through the occupation of their holy sites can only be eliminated through the jihad and explosives."
binladen,GPE,PROPN,Afghanistan,Afghanistan,,,,"I tell the young men of the Islamic world who fought in Afghanistan and Bosnia-Herzegovina with their money, lives, tongues, and pens that the battles has not ended yet."
binladen,GPE,PROPN,Medina,Medina,,,,"I remind them of Gabriel's discussion with the messenger of God after the al-Ahzab battle: When the messenger of God arrived in Medina, he put his weapon aside."
binladen,PERSON,PROPN,Gabriel,Gabriel,ingroup,inferred,,Gabriel came up to him and said: Have you laid down your weapon?
binladen,PERSON,PROPN,Bani Qurayzah,Bani Qurayzah,,,,"So move with those who are with you to Bani Qurayzah, as I will be moving in front of you, rocking their fortifications and striking terror in their hearts."
binladen,PERSON,PROPN,Gabriel,Gabriel,ingroup,inferred,,"So Gabriel joined a procession of angels with the Prophet behind them, joined by emigrants and supporters."
binladen,PERSON,PROPN,the Prophet,Prophet,ingroup,linked,,"So Gabriel joined a procession of angels with the Prophet behind them, joined by emigrants and supporters."
binladen,PERSON,PROPN,Abdallah Bin-Rawahah,Abdallah Bin-Rawahah,,,,"They repeat the saying of their grandfather, the companion 'Abdallah Bin-Rawahah, especially after the murder of the four heroes who blew up the Americans in Riyadh - these young men have restored daring operation: If not killed, one will die one day anyhow - here"
binladen,NORP,PROPN,the Americans,Americans,outgroup,linked,,"They repeat the saying of their grandfather, the companion 'Abdallah Bin-Rawahah, especially after the murder of the four heroes who blew up the Americans in Riyadh—these young men have restored daring operation: If not killed, one will die one day anyhow—here"
binladen,PERSON,PROPN,Ja'far,Ja'far,,,,Ja'far said: Paradise is approaching - beautiful and its drink is cold; the Romans are approaching their own suffering - I promise I will fight them if I come face to face with them.
binladen,NORP,PROPN,the Romans,Romans,,,,Ja'far said: Paradise is approaching - beautiful and its drink is cold; the Romans are approaching their own suffering - I promise I will fight them if I come face to face with them.
binladen,PERSON,PROPN,the Prophet,Prophet,ingroup,linked,,"As regards our mothers, sisters, women, and daughters, they follow the example of the honorable women of the Prophet's companions after the Prophet himself, may God's prayers and blessings be upon him, and they emulate their bravery, courage, and generosity in support of God's religion."
binladen,PERSON,PROPN,Fatimah Bint-al-Khattab,Fatimah Bint-al-Khattab,ingroup,linked,,"They remember the courage and steadfastness of Fatimah Bint-al-Khattab, may God's blessings be upon her, when, in support of what was right, she stood up to her own brother 'Umar Ibn-al-Khattab before he adopted Islam and challenged him after he learned of her becoming a Muslim."
binladen,PERSON,PROPN,Umar Ibn-al-Khattab,Umar Ibn-al-Khattab,,,,"They remember the courage and steadfastness of Fatimah Bint-al-Khattab, may God's blessings be upon her, when, in support of what was right, she stood up to her own brother 'Umar Ibn-al-Khattab before he adopted Islam and challenged him after he learned of her becoming a Muslim."
binladen,NORP,PROPN,a Muslim,Muslim,ingroup,inferred,,"They remember the courage and steadfastness of Fatimah Bint-al-Khattab, may God's blessings be upon her, when, in support of what was right, she stood up to her own brother 'Umar Ibn-al-Khattab before he adopted Islam and challenged him after he learned of her becoming a Muslim."
binladen,PERSON,PROPN,Umar,Umar,,,,"She said to him: ""Do you not see that right is not in your religion, 'Umar?"""
binladen,PERSON,PROPN,Asma Bint-Abi-Bakr,Asma Bint-Abi-Bakr,,,,"And they remember the stand of Asma Bint-Abi-Bakr on the day of the migration [the Prophet's migration to Medina] when she cut her belt in two and used one to tie the travel bag of the Prophet, may God's prayers and blessings be upon him, and [one to tie the bag of]"
binladen,PERSON,PROPN,the Prophet,Prophet,ingroup,linked,,"And they remember the stand of Asma Bint-Abi-Bakr on the day of the migration [the Prophet's migration to Medina] when she cut her belt in two and used one to tie the travel bag of the Prophet, may God's prayers and blessings be upon him, and [one to tie the bag of]"
binladen,PERSON,PROPN,Nusaybah,Nusaybah,ingroup,linked,Elevation,"They also remember the stand taken by Nusaybah Bint-Ka'b in defense of the Prophet, may God's prayers and blessings be upon him, one day, sustaining 12 wounds in the process, one of them a deep wound in her neck."
binladen,GPE,PROPN,Afghanistan,Afghanistan,,,Elevation,"Our women in this era have set magnificent examples in sacrifice for God and in urging their sons, brothers, and husbands to declare jihad for God, in Afghanistan, Bosnia-Herzegovina, Chechnya, and other places."
binladen,GPE,PROPN,Bosnia-Herzegovina,Bosnia-Herzegovina,,,Elevation,"Our women in this era have set magnificent examples in sacrifice for God and in urging their sons, brothers, and husbands to declare jihad for God, in Afghanistan, Bosnia-Herzegovina, Chechnya, and other places."
binladen,GPE,PROPN,Chechnya,Chechnya,,,Elevation,"Our women in this era have set magnificent examples in sacrifice for God and in urging their sons, brothers, and husbands to declare jihad for God, in Afghanistan, Bosnia-Herzegovina, Chechnya, and other places."
binladen,NORP,PROPN,Brother Muslims,Brother Muslims,ingroup,Brother,Classification,Brother Muslims worldwide:
binladen,GPE,PROPN,Palestine,Palestine,,,,"Your brothers in the land of the two holy mosques and Palestine seek your help and ask you to participate with them in their jihad against their enemies and yours, the Israelis and the Americans, with everything that would drive them out of the Islamic holy places, defeated, with each of you doing what he can. """
binladen,NORP,PROPN,the Jews,Jews,outgroup,inferred,,"O God, the people of the cross have come with their horses and men and have violated the land of the two holy mosques, and the Jews are wreaking corruption in the al-Aqsa Mosque, the site of the Prophet's ascension to heaven."
binladen,NORP,PROPN,Muslims,Muslims,ingroup,inferred,,"O God, strengthen the youth of Islam, guide their steps, and strike amity into the hearts of Muslims and unite their ranks, and give us patience and steadfastness and grant us victory against the heretics."
binladen,PERSON,PROPN,messenger Muhammad,messenger Muhammad,ingroup,inferred,,"O God, bless your subject and messenger Muhammad, his kin, and his companions, and give them great peace."
binladen,GPE,PROPN,Israelis,Israelis,outgroup,enemy,Classification,"Your brothers in the land of the two holy mosques and Palestine seek your help and ask you to participate with them in their jihad against their enemies and yours, the Israelis and the Americans, with everything that would drive them out of the Islamic holy places, defeated, with each of you doing what he can. """
binladen,GPE,PROPN,Americans,Americans,outgroup,enemy,Classification,"Your brothers in the land of the two holy mosques and Palestine seek your help and ask you to participate with them in their jihad against their enemies and yours, the Israelis and the Americans, with everything that would drive them out of the Islamic holy places, defeated, with each of you doing what he can. """
